OrderID,OrderDate,Category,Product,Region,Channel,PaymentMethod,Quantity,UnitPrice,CostPrice,Revenue,CustomerAge,CustomerRating,OrderYear,OrderMonth,OrderMonthName,TotalCost,Profit,ProfitMarginPct
ORD104604,2024-11-29,Electronics,Bluetooth Speaker,South,Online,Credit Card,6,121.98,70.18,731.88,35,3,2024,11,November,421.08,310.8,42.47
ORD104768,2023-01-26,Electronics,Building Blocks,North,Online,Debit Card,1,299.11,215.5,299.11,38,3,2023,1,January,215.5,83.61,27.95
ORD100842,2024-09-21,Electronics,Smartwatch,North,In-Store,Credit Card,3,355.32,150.97,1065.96,38,5,2024,9,September,452.91,613.05,57.51
ORD105062,2024-07-23,Electronics,Laptop Stand,West,In-Store,Credit Card,3,18.01,10.45,54.03,41,3,2024,7,July,31.35,22.68,41.98
ORD109003,2023-06-03,Toys,Building Blocks,South,In-Store,Net Banking,10,37.23,22.48,372.3,18,4,2023,6,June,224.8,147.5,39.62
ORD105728,2023-05-22,Clothing,Wool Sweater,Central,In-Store,Debit Card,5,251.41,229.78,1257.05,48,4,2023,5,May,1148.9,108.15,8.6
ORD101794,2023-01-16,Electronics,Bluetooth Speaker,West,In-Store,Upi,3,14.89,9.45,44.67,51,1,2023,1,January,28.35,16.32,36.53
ORD100944,2023-07-28,Clothing,Running Shoes,East,Online,Debit Card,4,488.62,215.36,1954.48,37,3,2023,7,July,861.44,1093.04,55.92
ORD100475,2024-12-13,Clothing,Summer Dress,North,In-Store,Debit Card,5,313.81,182.23,1569.05,41,3,2024,12,December,911.15,657.9,41.93
ORD104193,2024-08-10,Beauty,Face Serum,North,Online,Upi,2,160.59,69.67,321.18,41,5,2024,8,August,139.34,181.84,56.62
ORD106095,2024-05-11,Clothing,Wool Sweater,Central,Online,Credit Card,9,163.83,111.83,1474.47,38,4,2024,5,May,1006.47,468.0,31.74
ORD104501,2023-12-07,Toys,Building Blocks,South,Online,Debit Card,6,308.68,135.29,1852.08,25,4,2023,12,December,811.74,1040.34,56.17
ORD109409,2024-01-26,Sports,Resistance Bands,Central,Online,Net Banking,9,104.04,75.55,936.36,20,3,2024,1,January,679.95,256.41,27.38
ORD102366,2023-05-31,Sports,Football,West,In-Store,Credit Card,4,210.14,142.02,840.56,22,5,2023,5,May,568.08,272.48,32.42
ORD108731,2024-12-31,Clothing,Cotton T-Shirt,East,In-Store,Debit Card,3,87.65,44.67,262.95,43,4,2024,12,December,134.01,128.94,49.04
ORD108120,2024-07-16,Clothing,Cotton T-Shirt,South,Online,Net Banking,8,303.43,124.7,2427.44,40,5,2024,7,July,997.6,1429.84,58.9
ORD110376,2024-06-03,Toys,Rc Car,East,In-Store,Net Banking,4,168.25,122.47,673.0,40,3,2024,6,June,489.88,183.12,27.21
ORD103057,2023-01-25,Toys,Action Figure,South,In-Store,Cash,2,335.12,165.42,670.24,47,3,2023,1,January,330.84,339.4,50.64
ORD109254,2024-07-18,Sports,Yoga Mat,East,Online,Credit Card,7,361.81,222.88,2532.67,38,3,2024,7,July,1560.16,972.51,38.4
ORD103599,2024-07-08,Home & Kitchen,Table Lamp,North,Online,Credit Card,4,369.69,179.76,1478.76,39,1,2024,7,July,719.04,759.72,51.38
ORD105056,2023-10-25,Home & Kitchen,Blender,North,In-Store,Debit Card,3,92.96,66.45,278.88,39,5,2023,10,October,199.35,79.53,28.52
ORD100069,2024-02-29,Sports,Dumbbell Set,Central,Online,Credit Card,5,290.57,173.47,1452.85,55,3,2024,2,February,867.35,585.5,40.3
ORD100090,2024-09-21,Beauty,Perfume,North,In-Store,Net Banking,4,313.33,136.03,1253.32,38,3,2024,9,September,544.12,709.2,56.59
ORD100179,2023-06-23,Home & Kitchen,Table Lamp,West,In-Store,Credit Card,6,100.18,41.71,601.08,44,1,2023,6,June,250.26,350.82,58.36
ORD104382,2023-05-31,Home & Kitchen,Storage Boxes,North,Online,Upi,8,61.49,30.51,491.92,40,3,2023,5,May,244.08,247.84,50.38
ORD108437,2023-12-06,Toys,Action Figure,South,Online,Debit Card,4,264.1,109.42,1056.4,35,2,2023,12,December,437.68,618.72,58.57
ORD100599,2024-09-25,Toys,Action Figure,West,Online,Net Banking,10,231.8,137.5,2318.0,31,4,2024,9,September,1375.0,943.0,40.68
ORD110282,2024-08-01,Toys,Building Blocks,East,In-Store,Credit Card,5,260.3,168.43,1301.5,39,2,2024,8,August,842.15,459.35,35.29
ORD101584,2023-06-25,Beauty,Face Serum,East,Online,Upi,10,78.24,62.11,782.4,33,3,2023,6,June,621.1,161.3,20.62
ORD104985,2024-07-21,Toys,Puzzle Set,Central,In-Store,Net Banking,6,253.81,168.14,1522.86,35,5,2024,7,July,1008.84,514.02,33.75
ORD108630,2023-09-04,Home & Kitchen,Non-Stick Pan,East,In-Store,Credit Card,9,259.36,165.15,2334.24,37,5,2023,9,September,1486.35,847.89,36.32
ORD109646,2024-10-12,Clothing,Cotton T-Shirt,East,Online,Net Banking,2,130.93,73.79,261.86,33,4,2024,10,October,147.58,114.28,43.64
ORD105882,2024-05-11,Clothing,Cotton T-Shirt,East,In-Store,Cash,3,436.44,237.06,1309.32,25,2,2024,5,May,711.18,598.14,45.68
ORD109387,2024-10-14,Beauty,Lipstick,East,Online,Net Banking,4,73.91,34.78,295.64,41,5,2024,10,October,139.12,156.52,52.94
ORD109943,2023-05-27,Electronics,Face Serum,Central,In-Store,Cash,7,10.92,4.85,76.44,63,3,2023,5,May,33.95,42.49,55.59
ORD108074,2024-06-10,Home & Kitchen,Bedsheet Set,North,Online,Cash,7,94.06,53.61,658.42,45,4,2024,6,June,375.27,283.15,43.0
ORD106516,2024-10-05,Home & Kitchen,Table Lamp,East,Online,Debit Card,9,219.7,124.03,1977.3,54,3,2024,10,October,1116.27,861.03,43.55
ORD108649,2024-04-16,Beauty,Face Serum,South,Online,Upi,5,88.05,70.06,440.25,39,3,2024,4,April,350.3,89.95,20.43
ORD101554,2023-01-10,Clothing,Denim Jacket,South,Online,Net Banking,4,486.37,295.33,1945.48,21,4,2023,1,January,1181.32,764.16,39.28
ORD109031,2023-01-30,Toys,Building Blocks,Central,Online,Debit Card,3,404.06,185.15,1212.18,38,3,2023,1,January,555.45,656.73,54.18
ORD110271,2023-02-08,Sports,Resistance Bands,South,Online,Debit Card,2,126.65,89.39,253.3,64,4,2023,2,February,178.78,74.52,29.42
ORD106387,2023-07-27,Electronics,Bluetooth Speaker,South,Online,Credit Card,7,470.21,235.13,3291.47,42,3,2023,7,July,1645.91,1645.56,49.99
ORD110221,2023-04-14,Beauty,Perfume,East,Online,Debit Card,6,425.08,306.51,2550.48,44,5,2023,4,April,1839.06,711.42,27.89
ORD104563,2023-09-22,Beauty,Lipstick,South,Online,Debit Card,8,258.2,130.72,2065.6,47,5,2023,9,September,1045.76,1019.84,49.37
ORD110337,2023-05-04,Toys,Rc Car,East,Online,Net Banking,5,214.49,145.91,1072.45,28,5,2023,5,May,729.55,342.9,31.97
ORD109591,2024-09-21,Clothing,Cotton T-Shirt,North,Online,Debit Card,1,297.56,132.89,297.56,35,4,2024,9,September,132.89,164.67,55.34
ORD106581,2023-11-02,Home & Kitchen,Storage Boxes,Central,Online,Upi,10,334.76,182.82,3347.6,46,2,2023,11,November,1828.2,1519.4,45.39
ORD109102,2023-04-29,Electronics,Wireless Mouse,West,Online,Credit Card,4,28.58,17.72,114.32,27,5,2023,4,April,70.88,43.44,38.0
ORD107176,2024-04-20,Electronics,Smartwatch,West,In-Store,Upi,9,104.32,44.45,938.88,28,3,2024,4,April,400.05,538.83,57.39
ORD104918,2023-05-21,Clothing,Running Shoes,South,Online,Credit Card,9,280.56,140.04,2525.04,45,3,2023,5,May,1260.36,1264.68,50.09
ORD107641,2024-03-07,Sports,Yoga Mat,South,In-Store,Upi,4,48.56,31.62,194.24,46,5,2024,3,March,126.48,67.76,34.88
ORD101658,2023-06-21,Toys,Action Figure,North,In-Store,Credit Card,10,163.89,100.04,1638.9,24,4,2023,6,June,1000.4,638.5,38.96
ORD106312,2023-10-19,Clothing,Cotton T-Shirt,Central,In-Store,Upi,4,197.76,81.4,791.04,44,4,2023,10,October,325.6,465.44,58.84
ORD110380,2023-03-31,Home & Kitchen,Storage Boxes,Central,In-Store,Net Banking,7,26.42,17.92,184.94,40,3,2023,3,March,125.44,59.5,32.17
ORD108481,2024-07-31,Beauty,Perfume,South,Online,Net Banking,10,275.96,113.74,2759.6,26,5,2024,7,July,1137.4,1622.2,58.78
ORD107032,2024-11-07,Sports,Cricket Bat,Central,In-Store,Debit Card,2,203.61,148.22,407.22,42,4,2024,11,November,296.44,110.78,27.2
ORD100448,2024-09-02,Toys,Building Blocks,Central,In-Store,Credit Card,10,399.92,229.65,3999.2,36,4,2024,9,September,2296.5,1702.7,42.58
ORD106640,2024-10-06,Sports,Yoga Mat,West,In-Store,Debit Card,1,423.63,177.41,423.63,30,4,2024,10,October,177.41,246.22,58.12
ORD110044,2023-10-08,Beauty,Perfume,North,In-Store,Debit Card,2,37.14,23.13,74.28,49,3,2023,10,October,46.26,28.02,37.72
ORD101893,2024-10-24,Toys,Puzzle Set,North,Online,Credit Card,10,72.14,33.06,721.4,49,3,2024,10,October,330.6,390.8,54.17
ORD105899,2024-02-11,Sports,Football,Central,In-Store,Net Banking,8,249.78,198.96,1998.24,46,3,2024,2,February,1591.68,406.56,20.35
ORD109735,2024-11-06,Sports,Resistance Bands,Central,Online,Debit Card,2,206.64,112.83,413.28,30,2,2024,11,November,225.66,187.62,45.4
ORD104202,2024-03-20,Home & Kitchen,Non-Stick Pan,South,In-Store,Net Banking,10,51.99,27.43,519.9,27,1,2024,3,March,274.3,245.6,47.24
ORD106652,2024-02-12,Beauty,Sunscreen,South,Online,Upi,8,28.92,18.04,231.36,28,4,2024,2,February,144.32,87.04,37.62
ORD100131,2024-02-01,Clothing,Cotton T-Shirt,North,Online,Upi,9,41.02,145.92,369.18,31,5,2024,2,February,1313.28,-944.1,-255.73
ORD109895,2023-03-01,Sports,Yoga Mat,North,Online,Upi,7,237.33,115.06,1661.31,41,4,2023,3,March,805.42,855.89,51.52
ORD108392,2023-11-09,Beauty,Shampoo,Central,In-Store,Cash,5,163.89,100.14,819.45,27,2,2023,11,November,500.7,318.75,38.9
ORD103568,2024-01-23,Sports,Yoga Mat,East,Online,Credit Card,8,13.19,9.57,105.52,50,5,2024,1,January,76.56,28.96,27.45
ORD105075,2023-08-03,Clothing,Summer Dress,West,Online,Upi,3,190.3,140.72,570.9,44,4,2023,8,August,422.16,148.74,26.05
ORD106653,2024-06-26,Toys,Building Blocks,East,Online,Upi,7,187.12,145.92,1309.84,45,4,2024,6,June,1021.44,288.4,22.02
ORD105208,2023-07-04,Electronics,Wireless Mouse,South,Online,Credit Card,2,464.48,333.86,928.96,27,3,2023,7,July,667.72,261.24,28.12
ORD101383,2024-12-29,Beauty,Perfume,North,In-Store,Credit Card,2,102.17,41.79,204.34,38,3,2024,12,December,83.58,120.76,59.1
ORD105636,2024-07-22,Sports,Cricket Bat,East,In-Store,Credit Card,4,115.83,67.54,463.32,38,1,2024,7,July,270.16,193.16,41.69
ORD109347,2024-03-06,Beauty,Face Serum,East,Online,Credit Card,7,321.03,155.66,2247.21,21,3,2024,3,March,1089.62,1157.59,51.51
ORD108538,2023-12-18,Home & Kitchen,Blender,West,In-Store,Credit Card,1,184.42,95.85,184.42,48,1,2023,12,December,95.85,88.57,48.03
ORD106089,2024-12-10,Toys,Rc Car,North,Online,Debit Card,2,491.32,343.47,982.64,66,3,2024,12,December,686.94,295.7,30.09
ORD105332,2024-07-29,Clothing,Wool Sweater,North,In-Store,Debit Card,2,267.55,149.48,535.1,64,4,2024,7,July,298.96,236.14,44.13
ORD108693,2024-12-22,Electronics,Laptop Stand,North,Online,Upi,8,47.76,20.77,382.08,46,3,2024,12,December,166.16,215.92,56.51
ORD101858,2023-06-21,Home & Kitchen,Non-Stick Pan,West,In-Store,Cash,6,245.81,131.17,1474.86,34,4,2023,6,June,787.02,687.84,46.64
ORD102449,2024-05-22,Clothing,Wool Sweater,East,Online,Cash,10,461.25,324.25,4612.5,38,3,2024,5,May,3242.5,1370.0,29.7
ORD100294,2023-01-10,Home & Kitchen,Bedsheet Set,West,Online,Credit Card,1,333.52,258.39,333.52,27,5,2023,1,January,258.39,75.13,22.53
ORD103489,2023-03-17,Home & Kitchen,Non-Stick Pan,Central,In-Store,Net Banking,5,26.98,19.61,134.9,18,1,2023,3,March,98.05,36.85,27.32
ORD104818,2024-12-07,Sports,Dumbbell Set,East,In-Store,Credit Card,7,57.97,29.97,405.79,29,3,2024,12,December,209.79,196.0,48.3
ORD110411,2023-10-15,Beauty,Sunscreen,West,Online,Debit Card,10,381.06,276.96,3810.6,62,3,2023,10,October,2769.6,1041.0,27.32
ORD105039,2024-06-09,Clothing,Running Shoes,Central,Online,Net Banking,10,174.52,109.42,1745.2,47,3,2024,6,June,1094.2,651.0,37.3
ORD100699,2023-09-07,Clothing,Wool Sweater,North,In-Store,Net Banking,4,249.31,169.76,997.24,38,4,2023,9,September,679.04,318.2,31.91
ORD106913,2023-06-09,Beauty,Perfume,West,Online,Credit Card,2,414.76,331.56,829.52,38,1,2023,6,June,663.12,166.4,20.06
ORD109224,2023-04-30,Electronics,Smartwatch,Central,In-Store,Debit Card,6,454.25,345.94,2725.5,37,3,2023,4,April,2075.64,649.86,23.84
ORD105821,2023-03-12,Beauty,Sunscreen,Central,Online,Credit Card,6,364.46,245.25,2186.76,56,5,2023,3,March,1471.5,715.26,32.71
ORD106670,2023-11-07,Beauty,Shampoo,South,Online,Cash,9,169.69,70.02,1527.21,53,5,2023,11,November,630.18,897.03,58.74
ORD109360,2024-11-03,Home & Kitchen,Bedsheet Set,West,In-Store,Cash,3,408.21,279.59,1224.63,45,3,2024,11,November,838.77,385.86,31.51
ORD109610,2024-05-04,Electronics,Wireless Mouse,South,In-Store,Net Banking,9,201.63,160.07,1814.67,38,3,2024,5,May,1440.63,374.04,20.61
ORD103466,2024-02-24,Toys,Rc Car,Central,In-Store,Debit Card,1,235.11,183.53,235.11,26,5,2024,2,February,183.53,51.58,21.94
ORD110205,2024-03-27,Electronics,Smartwatch,East,Online,Cash,1,246.4,104.83,246.4,37,3,2024,3,March,104.83,141.57,57.46
ORD101956,2024-11-29,Sports,Yoga Mat,South,Online,Credit Card,10,143.48,89.82,1434.8,35,1,2024,11,November,898.2,536.6,37.4
ORD102729,2024-09-18,Electronics,Bluetooth Speaker,East,Online,Credit Card,2,305.33,145.92,610.66,47,2,2024,9,September,291.84,318.82,52.21
ORD103926,2023-08-12,Electronics,Shampoo,West,Online,Upi,1,189.79,107.61,189.79,50,2,2023,8,August,107.61,82.18,43.3
ORD101813,2023-05-04,Electronics,Laptop Stand,South,In-Store,Upi,5,492.37,328.2,2461.85,38,5,2023,5,May,1641.0,820.85,33.34
ORD107392,2024-07-11,Sports,Resistance Bands,North,In-Store,Credit Card,4,357.81,149.21,1431.24,20,3,2024,7,July,596.84,834.4,58.3
ORD110163,2023-07-28,Electronics,Laptop Stand,East,Online,Cash,6,188.99,150.34,1133.94,28,4,2023,7,July,902.04,231.9,20.45
ORD106744,2023-09-05,Electronics,Wireless Mouse,East,Online,Debit Card,9,145.62,111.86,1310.58,60,3,2023,9,September,1006.74,303.84,23.18
ORD104311,2024-12-20,Clothing,Summer Dress,North,In-Store,Upi,10,348.83,239.88,3488.3,37,5,2024,12,December,2398.8,1089.5,31.23
ORD104944,2023-08-25,Electronics,Usb-C Hub,West,Online,Credit Card,6,306.24,170.05,1837.44,38,4,2023,8,August,1020.3,817.14,44.47
ORD102485,2023-02-09,Beauty,Shampoo,North,Online,Credit Card,9,295.0,233.18,2655.0,51,3,2023,2,February,2098.62,556.38,20.96
ORD103960,2024-07-29,Clothing,Denim Jacket,East,In-Store,Net Banking,6,14.08,9.89,84.48,27,2,2024,7,July,59.34,25.14,29.76
ORD106503,2023-08-23,Toys,Action Figure,North,In-Store,Upi,10,66.53,36.53,665.3,38,1,2023,8,August,365.3,300.0,45.09
ORD108369,2024-06-07,Sports,Football,West,In-Store,Credit Card,8,171.45,81.51,1371.6,47,4,2024,6,June,652.08,719.52,52.46
ORD105741,2023-06-08,Beauty,Sunscreen,North,Online,Cash,10,333.1,265.82,3331.0,38,4,2023,6,June,2658.2,672.8,20.2
ORD104658,2023-09-23,Clothing,Summer Dress,North,Online,Credit Card,6,239.45,187.21,1436.7,33,3,2023,9,September,1123.26,313.44,21.82
ORD109684,2023-11-19,Electronics,Bluetooth Speaker,South,In-Store,Credit Card,7,449.08,236.5,3143.56,45,3,2023,11,November,1655.5,1488.06,47.34
ORD100942,2024-08-14,Clothing,Summer Dress,North,In-Store,Upi,5,227.88,178.44,1139.4,51,4,2024,8,August,892.2,247.2,21.7
ORD104449,2024-07-31,Electronics,Building Blocks,West,In-Store,Credit Card,6,251.79,154.43,1510.74,19,3,2024,7,July,926.58,584.16,38.67
ORD102694,2023-02-21,Sports,Cricket Bat,West,Online,Cash,3,48.45,32.33,145.35,43,3,2023,2,February,96.99,48.36,33.27
ORD108323,2023-03-09,Beauty,Face Serum,Central,Online,Debit Card,4,142.38,109.06,569.52,28,5,2023,3,March,436.24,133.28,23.4
ORD102479,2024-08-04,Toys,Board Game,East,In-Store,Upi,6,417.47,208.73,2504.82,51,3,2024,8,August,1252.38,1252.44,50.0
ORD106942,2024-08-11,Toys,Action Figure,Central,In-Store,Net Banking,8,369.17,294.88,2953.36,30,4,2024,8,August,2359.04,594.32,20.12
ORD107235,2024-09-28,Beauty,Perfume,Central,Online,Credit Card,2,494.26,330.19,988.52,33,4,2024,9,September,660.38,328.14,33.2
ORD103431,2023-07-03,Clothing,Wool Sweater,South,Online,Upi,7,17.28,9.56,120.96,46,3,2023,7,July,66.92,54.04,44.68
ORD104430,2023-06-23,Clothing,Running Shoes,North,Online,Credit Card,3,176.27,102.32,528.81,42,4,2023,6,June,306.96,221.85,41.95
ORD107614,2024-10-18,Clothing,Denim Jacket,East,In-Store,Debit Card,4,112.66,89.49,450.64,47,5,2024,10,October,357.96,92.68,20.57
ORD101340,2024-10-20,Toys,Rc Car,West,In-Store,Upi,5,289.06,181.07,1445.3,38,3,2024,10,October,905.35,539.95,37.36
ORD109820,2024-04-21,Toys,Puzzle Set,West,In-Store,Net Banking,6,460.81,314.09,2764.86,44,2,2024,4,April,1884.54,880.32,31.84
ORD103497,2023-11-22,Clothing,Wool Sweater,East,Online,Credit Card,9,41.02,18.03,369.18,26,4,2023,11,November,162.27,206.91,56.05
ORD106874,2023-07-21,Clothing,Wool Sweater,South,In-Store,Upi,8,335.65,221.51,2685.2,39,4,2023,7,July,1772.08,913.12,34.01
ORD102858,2024-09-30,Electronics,Usb-C Hub,East,Online,Cash,10,403.48,221.09,4034.8,53,3,2024,9,September,2210.9,1823.9,45.2
ORD107569,2023-07-05,Beauty,Sunscreen,West,In-Store,Debit Card,5,241.39,135.63,1206.95,34,4,2023,7,July,678.15,528.8,43.81
ORD109110,2023-08-15,Home & Kitchen,Table Lamp,North,In-Store,Debit Card,5,495.9,243.5,2479.5,37,3,2023,8,August,1217.5,1262.0,50.9
ORD102503,2024-05-22,Electronics,Bluetooth Speaker,East,Online,Debit Card,7,163.86,82.08,1147.02,35,4,2024,5,May,574.56,572.46,49.91
ORD107389,2023-05-10,Beauty,Face Serum,West,Online,Upi,1,388.73,251.17,388.73,38,2,2023,5,May,251.17,137.56,35.39
ORD103698,2023-01-03,Toys,Building Blocks,South,Online,Credit Card,7,41.79,21.55,292.53,50,5,2023,1,January,150.85,141.68,48.43
ORD100406,2024-09-29,Clothing,Summer Dress,Central,In-Store,Net Banking,8,40.74,16.8,325.92,34,3,2024,9,September,134.4,191.52,58.76
ORD106030,2024-12-16,Home & Kitchen,Bedsheet Set,North,In-Store,Debit Card,4,26.16,14.75,104.64,27,2,2024,12,December,59.0,45.64,43.62
ORD104172,2023-07-16,Toys,Action Figure,South,Online,Upi,8,262.27,176.43,2098.16,38,4,2023,7,July,1411.44,686.72,32.73
ORD102346,2023-11-04,Sports,Cricket Bat,Central,In-Store,Upi,10,335.34,140.02,3353.4,50,4,2023,11,November,1400.2,1953.2,58.25
ORD100803,2024-10-10,Toys,Building Blocks,South,In-Store,Upi,6,483.19,340.37,2899.14,52,1,2024,10,October,2042.22,856.92,29.56
ORD103305,2024-07-18,Home & Kitchen,Blender,East,In-Store,Credit Card,5,479.73,288.3,2398.65,45,1,2024,7,July,1441.5,957.15,39.9
ORD109107,2024-03-03,Sports,Resistance Bands,West,Online,Debit Card,5,409.84,198.98,2049.2,33,5,2024,3,March,994.9,1054.3,51.45
ORD109424,2024-03-05,Electronics,Bluetooth Speaker,East,Online,Net Banking,7,149.47,113.8,1046.29,43,2,2024,3,March,796.6,249.69,23.86
ORD106528,2024-05-25,Sports,Resistance Bands,East,Online,Cash,2,31.75,19.47,63.5,43,3,2024,5,May,38.94,24.56,38.68
ORD100697,2024-09-13,Toys,Puzzle Set,North,In-Store,Upi,4,48.11,31.12,192.44,46,3,2024,9,September,124.48,67.96,35.31
ORD107231,2023-05-07,Electronics,Usb-C Hub,West,In-Store,Cash,4,233.3,144.16,933.2,39,4,2023,5,May,576.64,356.56,38.21
ORD101801,2023-02-09,Sports,Dumbbell Set,South,Online,Debit Card,7,106.11,145.92,742.77,18,4,2023,2,February,1021.44,-278.67,-37.52
ORD105551,2024-10-19,Electronics,Usb-C Hub,Central,Online,Upi,2,344.9,275.22,689.8,32,4,2024,10,October,550.44,139.36,20.2
ORD107671,2023-10-18,Clothing,Summer Dress,West,Online,Credit Card,8,40.11,22.94,320.88,38,3,2023,10,October,183.52,137.36,42.81
ORD103959,2024-09-17,Sports,Football,West,In-Store,Net Banking,10,144.9,96.99,1449.0,28,2,2024,9,September,969.9,479.1,33.06
ORD106403,2024-04-24,Home & Kitchen,Blender,East,In-Store,Upi,10,29.01,14.9,290.1,36,3,2024,4,April,149.0,141.1,48.64
ORD107531,2023-09-04,Clothing,Cotton T-Shirt,Central,In-Store,Upi,3,261.37,145.92,784.11,71,1,2023,9,September,437.76,346.35,44.17
ORD110013,2023-05-05,Home & Kitchen,Bedsheet Set,North,Online,Credit Card,1,44.54,29.03,44.54,56,5,2023,5,May,29.03,15.51,34.82
ORD106324,2024-04-02,Clothing,Cotton T-Shirt,Central,In-Store,Debit Card,8,440.57,257.3,3524.56,20,1,2024,4,April,2058.4,1466.16,41.6
ORD100987,2023-07-06,Home & Kitchen,Bedsheet Set,Central,In-Store,Upi,2,113.68,89.12,227.36,31,3,2023,7,July,178.24,49.12,21.6
ORD104429,2023-08-05,Clothing,Running Shoes,East,In-Store,Net Banking,2,384.21,222.12,768.42,56,1,2023,8,August,444.24,324.18,42.19
ORD101978,2024-07-10,Toys,Puzzle Set,East,Online,Net Banking,10,251.41,240.75,2514.1,28,4,2024,7,July,2407.5,106.6,4.24
ORD106800,2023-07-22,Home & Kitchen,Table Lamp,East,In-Store,Upi,7,397.65,187.08,2783.55,38,5,2023,7,July,1309.56,1473.99,52.95
ORD110075,2023-01-07,Toys,Board Game,North,In-Store,Upi,4,95.14,47.42,380.56,36,5,2023,1,January,189.68,190.88,50.16
ORD101247,2023-08-31,Toys,Board Game,East,Online,Credit Card,6,217.39,110.95,1304.34,59,4,2023,8,August,665.7,638.64,48.96
ORD107672,2023-08-11,Clothing,Running Shoes,South,Online,Cash,5,372.14,188.95,1860.7,18,3,2023,8,August,944.75,915.95,49.23
ORD102245,2024-02-15,Electronics,Bluetooth Speaker,South,In-Store,Credit Card,6,224.15,174.74,1344.9,34,4,2024,2,February,1048.44,296.46,22.04
ORD101691,2024-01-23,Home & Kitchen,Blender,East,Online,Cash,7,57.58,40.9,403.06,46,5,2024,1,January,286.3,116.76,28.97
ORD105492,2024-09-26,Toys,Puzzle Set,East,In-Store,Net Banking,6,421.14,301.02,2526.84,32,1,2024,9,September,1806.12,720.72,28.52
ORD103509,2023-04-19,Sports,Cricket Bat,South,Online,Credit Card,9,13.76,10.25,123.84,48,5,2023,4,April,92.25,31.59,25.51
ORD101477,2024-03-05,Home & Kitchen,Blender,West,Online,Debit Card,4,347.17,162.14,1388.68,39,3,2024,3,March,648.56,740.12,53.3
ORD108607,2024-04-19,Home & Kitchen,Non-Stick Pan,West,In-Store,Cash,6,284.67,159.09,1708.02,39,3,2024,4,April,954.54,753.48,44.11
ORD105838,2024-07-01,Electronics,Usb-C Hub,West,Online,Cash,4,63.27,48.49,253.08,38,5,2024,7,July,193.96,59.12,23.36
ORD108234,2024-04-21,Toys,Board Game,East,Online,Credit Card,9,22.5,9.7,202.5,23,5,2024,4,April,87.3,115.2,56.89
ORD103273,2024-11-02,Clothing,Wool Sweater,Central,Online,Net Banking,9,98.16,50.47,883.44,49,3,2024,11,November,454.23,429.21,48.58
ORD102206,2023-03-26,Sports,Resistance Bands,North,In-Store,Upi,1,282.15,167.76,282.15,22,1,2023,3,March,167.76,114.39,40.54
ORD104070,2024-08-26,Clothing,Running Shoes,East,In-Store,Net Banking,9,102.84,60.87,925.56,39,5,2024,8,August,547.83,377.73,40.81
ORD106178,2024-06-02,Home & Kitchen,Table Lamp,West,In-Store,Debit Card,1,230.87,170.54,230.87,26,3,2024,6,June,170.54,60.33,26.13
ORD101137,2024-07-15,Toys,Puzzle Set,West,Online,Cash,6,495.1,259.8,2970.6,55,2,2024,7,July,1558.8,1411.8,47.53
ORD106918,2024-03-13,Home & Kitchen,Blender,Central,In-Store,Debit Card,9,124.02,54.32,1116.18,38,2,2024,3,March,488.88,627.3,56.2
ORD105077,2024-02-08,Clothing,Wool Sweater,Central,In-Store,Credit Card,5,193.06,139.41,965.3,32,4,2024,2,February,697.05,268.25,27.79
ORD109507,2024-03-21,Toys,Action Figure,West,In-Store,Upi,2,251.41,376.09,502.82,19,1,2024,3,March,752.18,-249.36,-49.59
ORD109002,2023-11-24,Beauty,Sunscreen,East,In-Store,Credit Card,6,216.65,93.0,1299.9,42,2,2023,11,November,558.0,741.9,57.07
ORD105802,2023-09-25,Toys,Building Blocks,East,In-Store,Net Banking,7,208.25,161.78,1457.75,41,3,2023,9,September,1132.46,325.29,22.31
ORD102415,2023-06-07,Sports,Cricket Bat,North,In-Store,Credit Card,2,72.5,34.7,145.0,32,1,2023,6,June,69.4,75.6,52.14
ORD104239,2024-09-04,Electronics,Bluetooth Speaker,East,Online,Debit Card,8,156.37,117.89,1250.96,25,4,2024,9,September,943.12,307.84,24.61
ORD108167,2023-03-09,Clothing,Cotton T-Shirt,West,Online,Upi,4,8.63,3.88,34.52,37,4,2023,3,March,15.52,19.0,55.04
ORD107844,2024-08-19,Toys,Rc Car,North,Online,Credit Card,7,58.49,26.35,409.43,58,1,2024,8,August,184.45,224.98,54.95
ORD105697,2024-01-23,Home & Kitchen,Non-Stick Pan,Central,In-Store,Upi,6,186.11,133.53,1116.66,30,5,2024,1,January,801.18,315.48,28.25
ORD108499,2024-05-12,Electronics,Smartwatch,Central,In-Store,Credit Card,1,220.23,160.99,220.23,66,4,2024,5,May,160.99,59.24,26.9
ORD105905,2024-04-06,Sports,Cricket Bat,North,Online,Net Banking,5,437.65,303.22,2188.25,45,1,2024,4,April,1516.1,672.15,30.72
ORD106686,2024-10-24,Sports,Cricket Bat,Central,In-Store,Upi,2,262.93,209.35,525.86,25,4,2024,10,October,418.7,107.16,20.38
ORD101565,2024-09-04,Electronics,Smartwatch,Central,In-Store,Cash,3,384.46,302.38,1153.38,34,3,2024,9,September,907.14,246.24,21.35
ORD100998,2024-02-10,Beauty,Face Serum,South,Online,Upi,7,130.37,52.67,912.59,41,5,2024,2,February,368.69,543.9,59.6
