OrderID,OrderDate,Category,Product,Region,Channel,PaymentMethod,Quantity,UnitPrice,CostPrice,Revenue,CustomerAge,CustomerRating
ORD109262,2024-08-07,Clothing,Summer Dress,South,Online,Cash,1 ,289.1,166.61,289.1,45.0,2.0
ORD100586,2023-11-20,clothing ,Cotton T-Shirt,Central,Online,,10,251.64,108.41,2516.4,,3.0
ORD103826,18/03/2024,toys ,Building Blocks,East,Online,Debit Card,6,404.32,164.4,2425.92,44.0,1.0
ORD106255,11-24-2023, Beauty,Shampoo,East,In-Store,Credit Card,6,$87.09,36.69,522.54,,3.0
ORD101526,06-Apr-2024,beauty ,Sunscreen,Central,Online,Net Banking,6,$488.76,242.89,2932.56,49.0,3.0
ORD102986,14/05/2024,Electronics,USB-C Hub,North,Online,Cash,1,73.5,51.4,73.5,55.0,3.0
ORD110147,19-Feb-2024,clothing ,Summer Dress,East,In-Store,UPI,7,367.33,260.54,113049.2041552789,25.0,2.0
ORD101934,06-27-2023, Home & Kitchen,Bedsheet Set,Central,In-Store,UPI,1,325.62,134.06,325.62,40.0,5.0
ORD108024,13/01/2024, Beauty,Lipstick,West,In-Store,Credit Card,6,123.6,,741.6,33.0,
ORD108727,07-13-2023,Home & Kitchen,Bedsheet Set,West,Online,Credit Card,,$61.12,46.89,183.36,41.0,1.0
ORD104023,04-Jan-2024,home & kitchen ,Blender,South,In-Store,Debit Card,1,$162.81,68.46,162.81,39.0,3.0
ORD100794,2024-08-18,toys ,Board Game,Central,Online,UPI,9,5.07,3.06,45.63,34.0,4.0
ORD104368,2024-05-13,Electronics,Wireless Mouse,West,In-Store,Debit Card,4 ,227.48,153.72,909.92,29.0,5.0
ORD109279,06-13-2024,home & kitchen ,Blender,South,In-Store,Cash,5,313.49,225.95,1567.45,30.0,
ORD100847,08/07/2023,sports ,Yoga Mat,North,In-Store,UPI,8,26.73,12.46,213.84,56.0,2.0
ORD103474,10/06/2023, Electronics,Bluetooth Speaker,Central,In-Store,Cash,4,202.28,94.66,809.12,49.0,
ORD102945,2023-07-21,Electronics,Laptop Stand,West,Online,Cash,6,$407.85,243.65,2447.1,46.0,
ORD110156,17-Nov-2024,home & kitchen ,Bedsheet Set,West,Online,Credit Card,3,284.13,140.83,852.39,42.0,5.0
ORD105154,08-Dec-2024,Electronics,Laptop Stand,East,Online,Credit Card,7 ,362.55,164.04,2537.85,58.0,1.0
ORD101881,23-Mar-2024,beauty ,Sunscreen,West,In-Store,Cash,9,258.57,153.84,2327.13,43.0,5.0
ORD109825,30-Nov-2024,ELECTRONICS,Bluetooth Speaker,Central,In-Store,Net Banking,10,30.87,20.19,308.7,26.0,3.0
ORD108576,21/09/2024,Clothing,Denim Jacket,Central,In-Store,Net Banking,8,185.97,124.19,1487.76,43.0,3.0
ORD103071,, Beauty,Sunscreen,East,In-Store,Debit Card,8,189.95,101.27,1519.6,32.0,4.0
ORD100311,22/09/2024, Clothing,Summer Dress,North,In-Store,UPI,2,162.95,119.21,325.9,38.0,5.0
ORD109327,08-Sep-2024, Sports,Resistance Bands,Central,In-Store,,1,239.25,171.43,239.25,33.0,2.0
ORD101130,2024-08-13,Sports,Football,West,In-Store,Debit Card,1,37.75,15.39,37.75,39.0,3.0
ORD103328,2023-12-08, Beauty,Face Serum,West,Online,UPI,10,355.82,161.46,3558.2,,1.0
ORD108909,2023-07-18,SPORTS,Resistance Bands,Central,Online,UPI,5,424.32,328.88,2121.6,18.0,3.0
ORD108230,10-13-2024,,Resistance Bands,North,In-Store,Cash,10,,126.76,3114.0,55.0,2.0
ORD104393,04/07/2024, Sports,Resistance Bands,South,Online,Net Banking,9,$155.77,64.53,1401.93,48.0,2.0
ORD105437,05-09-2024,Electronics,Smartwatch,East,Online,Credit Card,8,363.81,234.59,2910.48,28.0,5.0
ORD101261,10-27-2023,HOME & KITCHEN,Bedsheet Set,West,Online,Net Banking,5 ,350.43,266.36,1752.15,18.0,3.0
ORD106723,10-Jun-2024,Toys,Action Figure,Central,In-Store,Debit Card,8,$219.97,149.8,1759.76,47.0,5.0
ORD105103,2023-04-17,TOYS,RC Car,South,Online,Credit Card,2,$310.99,166.89,621.98,60.0,4.0
ORD110430,08-15-2023,toys ,Board Game,West,In-Store,Credit Card,,255.7,182.95,255.7,37.0,2.0
ORD104854,23/04/2024,Clothing,Running Shoes,South,Online,UPI,9,$41.29,20.21,371.61,38.0,4.0
ORD107836,2024-03-28,home & kitchen ,Non-stick Pan,East,Online,UPI,7 ,$362.84,222.5,2539.88,36.0,3.0
ORD101168,2023-07-28,BEAUTY,Perfume,East,Online,Debit Card,7 ,182.81,133.35,1279.67,36.0,5.0
ORD108878,09-21-2024, Clothing,Summer Dress,North,Online,UPI,7,352.37,234.99,2466.59,46.0,3.0
ORD103607,06/10/2023,TOYS,RC Car,Central,Online,Credit Card,4,151.56,94.67,606.24,48.0,1.0
ORD108787,01-Apr-2024,BEAUTY,Lipstick,Central,In-Store,Credit Card,5,272.76,117.04,1363.8,26.0,
ORD100146,12/04/2024,ELECTRONICS,Wireless Mouse,South,In-Store,UPI,9,294.24,223.76,2648.16,64.0,5.0
ORD101917,10-10-2024,,Cotton T-Shirt,Central,In-Store,UPI,10,490.8,215.44,4908.0,52.0,3.0
ORD101012,09-28-2024,Sports,Dumbbell Set,East,In-Store,Cash,5,112.75,74.94,563.75,35.0,1.0
ORD104236,15/04/2023,BEAUTY,Lipstick,North,Online,Net Banking,9,74.19,46.99,667.71,46.0,2.0
ORD107954,26-Mar-2024, Beauty,Lipstick,North,Online,Debit Card,4,261.2,202.31,1044.8,45.0,2.0
ORD109433,2023-02-22,,Bluetooth Speaker,North,Online,UPI,2,343.08,168.44,686.16,49.0,3.0
ORD107115,22-Mar-2023, Beauty,Sunscreen,West,Online,Cash,10,93.49,55.47,934.9,41.0,5.0
ORD103833,01-15-2023,Clothing,Running Shoes,North,In-Store,Credit Card,5,13.0,8.28,65.0,58.0,4.0
ORD104710,10-03-2024,HOME & KITCHEN,Bedsheet Set,East,In-Store,Cash,7,442.06,231.17,3094.42,50.0,1.0
ORD104240,23-Jul-2023,Sports,Football,East,In-Store,Debit Card,6,$363.28,242.63,2179.68,30.0,
ORD107236,14-Apr-2024,ELECTRONICS,USB-C Hub,South,In-Store,Net Banking,4,381.09,170.58,1524.36,18.0,2.0
ORD105421,07-02-2024, Sports,Yoga Mat,West,In-Store,Credit Card,2 ,$211.58,166.93,423.16,31.0,3.0
ORD108502,20-Mar-2023,Electronics,Laptop Stand,Central,In-Store,Cash,6,$326.2,185.94,1957.2,56.0,5.0
ORD101523,21-Oct-2023,CLOTHING,Wool Sweater,South,In-Store,Credit Card,9,264.9,180.9,2384.1,37.0,4.0
ORD102720,2024-06-08,Clothing,Wool Sweater,North,Online,Net Banking,7 ,458.96,208.18,3212.72,34.0,4.0
ORD108077,2024-10-14, Clothing,Summer Dress,East,Online,UPI,5,106.77,54.69,533.85,999.0,4.0
ORD101935,11-08-2024,CLOTHING,Wool Sweater,West,In-Store,Debit Card,5,275.15,149.62,1375.75,66.0,2.0
ORD109427,2024-08-01, Toys,Action Figure,North,In-Store,Credit Card,8,225.3,158.06,1802.4,28.0,3.0
ORD100025,2023-10-11,Beauty,Sunscreen,East,Online,Credit Card,7,$444.17,261.57,3109.19,54.0,3.0
ORD106932,09-16-2023,Sports,Cricket Bat,South,Online,UPI,,$485.2,345.62,2911.2,44.0,2.0
ORD108193,11-07-2024, Home & Kitchen,Storage Boxes,West,In-Store,UPI,4,317.53,225.96,1270.12,56.0,3.0
ORD106659,11-13-2023,Beauty,Lipstick,East,Online,Credit Card,2,11.0,6.69,22.0,59.0,5.0
ORD103083,,sports ,Cricket Bat,Central,In-Store,Debit Card,4,$383.23,248.23,1532.92,20.0,5.0
ORD105071,05-21-2024, Toys,Building Blocks,East,In-Store,Credit Card,1,448.45,312.93,448.45,31.0,
ORD103771,20/01/2023,electronics ,Laptop Stand,East,Online,Debit Card,7,104.48,74.81,731.36,25.0,3.0
ORD106085,13/05/2023,Clothing,Summer Dress,South,Online,,5,134.01,62.86,670.05,18.0,2.0
ORD109632,2023-06-19,BEAUTY,Sunscreen,South,Online,Cash,10,451.4,275.01,4514.0,40.0,5.0
ORD106548,03-Jan-2024,CLOTHING,Denim Jacket,West,In-Store,Debit Card,1,149.18,117.71,149.18,43.0,3.0
ORD102680,27-Jul-2024,BEAUTY,Face Serum,South,Online,Debit Card,9,49.46,31.47,445.14,,4.0
ORD100996,2023-10-26,SPORTS,Dumbbell Set,East,In-Store,Net Banking,9,$212.54,86.56,1912.86,69.0,5.0
ORD100323,26-Jan-2024,Home & Kitchen,Bedsheet Set,Central,Online,Cash,8,213.57,148.44,1708.56,55.0,4.0
ORD101802,14-Nov-2023,HOME & KITCHEN,Storage Boxes,North,Online,Cash,10 ,$182.58,145.75,1825.8,18.0,4.0
ORD105144,07-04-2024,Clothing,Denim Jacket,West,Online,Credit Card,7,441.89,347.72,3093.23,45.0,3.0
ORD107866,12-Jun-2024,Home & Kitchen,Blender,West,Online,Cash,9,428.54,256.84,3856.86,38.0,4.0
ORD108231,24/01/2024,Sports,Resistance Bands,South,Online,Net Banking,2,123.39,78.88,246.78,-5.0,
ORD102164,04-Apr-2024,Sports,Football,North,In-Store,Cash,8,450.31,344.19,3602.48,,3.0
ORD103410,20-Oct-2023,Electronics,Wireless Mouse,North,Online,UPI,7,158.42,,1108.94,46.0,1.0
ORD104409,17/04/2023, Electronics,Wireless Mouse,North,In-Store,Net Banking,10,497.95,377.9,4979.5,39.0,4.0
ORD108771,27/03/2023,home & kitchen ,Blender,Central,In-Store,Net Banking,7,420.24,230.76,2941.68,41.0,3.0
ORD101328,05-14-2024,sports ,Resistance Bands,East,Online,Net Banking,6,400.89,249.3,2405.34,43.0,2.0
ORD109492,09-18-2024,clothing ,Cotton T-Shirt,South,In-Store,Net Banking,5,422.32,183.89,2111.6,51.0,5.0
ORD106384,30-May-2024,toys ,RC Car,Central,In-Store,Credit Card,6,91.78,,550.68,38.0,3.0
ORD100085,2024-02-29, Sports,Football,East,In-Store,Net Banking,3,291.25,120.69,873.75,35.0,5.0
ORD107885,2024-05-17,TOYS,Puzzle Set,East,In-Store,Net Banking,9,468.29,220.3,4214.61,49.0,5.0
ORD109936,02-04-2023,beauty ,Sunscreen,South,In-Store,Cash,,365.66,181.57,365.66,36.0,3.0
ORD109983,2023-09-11,Clothing,Denim Jacket,East,In-Store,Debit Card,7,457.65,190.98,3203.55,36.0,5.0
ORD103886,28/02/2024,SPORTS,Yoga Mat,East,Online,Debit Card,6,,124.22,1480.08,47.0,5.0
ORD102248,07/12/2023,Sports,Yoga Mat,West,In-Store,Debit Card,2,111.21,77.32,222.42,41.0,3.0
ORD106032,2023-06-24, Beauty,Face Serum,East,Online,Cash,5,131.33,84.08,656.65,33.0,1.0
ORD102650,2023-05-02, Sports,Resistance Bands,North,Online,UPI,6,270.42,156.75,1622.52,27.0,4.0
ORD100769,24/04/2023,Sports,Football,East,In-Store,Credit Card,5,$109.3,85.58,546.5,48.0,3.0
ORD100678,06/09/2023,Toys,Puzzle Set,North,Online,Cash,6,44.09,21.86,264.54,38.0,4.0
ORD102907,2023-07-04,Electronics,USB-C Hub,South,Online,Net Banking,6,60.56,31.28,363.36,34.0,3.0
ORD110347,2023-04-22,Electronics,Wireless Mouse,North,In-Store,Debit Card,6,102.11,55.6,612.66,27.0,4.0
ORD109190,21/08/2024,toys ,Building Blocks,East,Online,Cash,4,217.54,146.02,870.16,36.0,1.0
ORD104562,14-Mar-2023,Beauty,Lipstick,West,Online,UPI,5,370.64,282.77,1853.2,38.0,2.0
ORD106837,03-14-2024, Sports,Yoga Mat,Central,Online,,2 ,$460.7,323.51,921.4,43.0,3.0
ORD106434,2023-11-21,toys ,Puzzle Set,South,Online,Debit Card,6,112.61,45.71,675.66,28.0,3.0
ORD107687,04-05-2023,ELECTRONICS,Laptop Stand,East,Online,Cash,2 ,$176.76,115.07,353.52,65.0,3.0
ORD108147,22/08/2023,sports ,Football,East,Online,Cash,8,$152.32,98.92,1218.56,41.0,2.0
ORD104541,08-31-2024, Beauty,Perfume,East,Online,Cash,7,$418.59,289.64,2930.13,56.0,
ORD108536,04-18-2024,TOYS,Action Figure,Central,Online,Cash,1,355.63,249.11,355.63,35.0,2.0
ORD106432,10-13-2023,HOME & KITCHEN,Bedsheet Set,South,In-Store,Credit Card,3,$201.06,127.76,603.18,48.0,5.0
ORD109022,10/03/2023,TOYS,Action Figure,West,In-Store,Net Banking,10,338.66,155.61,3386.6,54.0,3.0
ORD100094,2024-03-18,toys ,Action Figure,North,Online,Credit Card,2,222.29,95.89,444.58,44.0,5.0
ORD109235,,TOYS,Action Figure,Central,In-Store,Credit Card,2,210.04,112.09,420.08,37.0,2.0
ORD102422,26/10/2024,CLOTHING,Cotton T-Shirt,West,Online,Credit Card,9,56.81,41.42,511.29,32.0,2.0
ORD108132,2023-07-05,,Yoga Mat,West,In-Store,Cash,4,15.73,10.61,62.92,34.0,3.0
ORD101708,29-May-2023,Electronics,Laptop Stand,North,Online,UPI,5 ,349.86,241.45,1749.3,43.0,5.0
ORD107280,17/01/2024,electronics ,Smartwatch,Central,In-Store,Credit Card,6,207.31,142.62,1243.86,43.0,4.0
ORD100522,11/12/2024,CLOTHING,Running Shoes,North,Online,Debit Card,3,257.16,205.39,771.48,43.0,4.0
ORD100717,18/05/2023,clothing ,Cotton T-Shirt,South,Online,Cash,4,65.89,41.08,263.56,39.0,
ORD107061,10-30-2023, Home & Kitchen,Storage Boxes,South,In-Store,Debit Card,2,309.73,221.67,619.46,54.0,4.0
ORD108438,30/10/2023, Electronics,Bluetooth Speaker,South,Online,Cash,7,115.41,66.97,807.87,25.0,4.0
ORD104041,23-Jun-2023,ELECTRONICS,Wireless Mouse,South,Online,Debit Card,2,393.04,298.27,786.08,37.0,2.0
ORD103126,2024-07-28,ELECTRONICS,Smartwatch,South,In-Store,Cash,8,341.26,200.73,2730.08,19.0,3.0
ORD107524,29-Dec-2024,Sports,Resistance Bands,South,Online,Credit Card,8,254.5,107.87,2036.0,48.0,3.0
ORD109372,09-09-2024,Beauty,Sunscreen,South,In-Store,Debit Card,8,490.7,325.86,3925.6,20.0,1.0
ORD101076,28/12/2024, Sports,Cricket Bat,South,Online,UPI,7 ,118.54,69.66,829.78,32.0,4.0
ORD105302,09-22-2023,electronics ,Smartwatch,West,In-Store,UPI,1 ,251.82,162.02,251.82,35.0,3.0
ORD108631,30-Sep-2023,electronics ,USB-C Hub,East,In-Store,UPI,8,496.07,215.98,3968.56,26.0,4.0
ORD103518,2024-03-04, Toys,Puzzle Set,West,Online,Debit Card,4,160.67,117.54,642.68,,1.0
ORD101320,2024-09-20, Electronics,Smartwatch,West,In-Store,UPI,2,66.55,49.92,133.1,43.0,3.0
ORD103247,2023-01-08, Electronics,Laptop Stand,North,Online,Debit Card,2 ,207.53,104.1,415.06,53.0,
ORD104836,07-Jun-2024, Beauty,Sunscreen,East,Online,,8,357.91,277.07,2863.28,42.0,2.0
ORD101469,2024-08-14,Electronics,Wireless Mouse,North,In-Store,UPI,10,66.3,28.39,663.0,27.0,1.0
ORD103395,09/01/2023,Clothing,Running Shoes,North,In-Store,Net Banking,8 ,$452.94,282.64,3623.52,56.0,1.0
ORD109931,05-14-2023, Electronics,Wireless Mouse,Central,Online,Debit Card,4,385.3,165.59,1541.2,43.0,5.0
ORD102239,2024-10-25,TOYS,Puzzle Set,South,Online,Debit Card,9,185.24,121.47,1667.16,23.0,5.0
ORD107364,12-29-2024,Beauty,Shampoo,North,Online,UPI,7,370.74,259.51,2595.18,53.0,4.0
ORD103078,08-Sep-2024,home & kitchen ,Non-stick Pan,North,Online,Cash,10,455.11,183.54,4551.1,29.0,4.0
ORD108026,08-17-2024,clothing ,Summer Dress,North,In-Store,UPI,9,307.14,223.88,2764.26,44.0,3.0
ORD100708,28-Mar-2024,toys ,Puzzle Set,West,Online,Net Banking,3,64.91,36.84,194.73,36.0,4.0
ORD101127,2024-01-17,electronics ,Wireless Mouse,East,Online,Debit Card,7,$376.63,169.56,2636.41,53.0,2.0
ORD106213,18-Oct-2023,BEAUTY,Face Serum,North,In-Store,Credit Card,8 ,166.35,76.96,1330.8,38.0,4.0
ORD104102,10-23-2024, Toys,Board Game,West,In-Store,UPI,5,440.1,308.89,2200.5,43.0,3.0
ORD103878,2023-03-22, Clothing,Cotton T-Shirt,West,Online,Cash,4,150.7,106.29,602.8,27.0,5.0
ORD100477,2023-12-12, Beauty,Sunscreen,North,Online,Cash,1 ,112.29,49.22,112.29,42.0,3.0
ORD110498,04-Jun-2024,Clothing,Denim Jacket,South,Online,Net Banking,1,328.17,146.85,328.17,49.0,2.0
ORD103167,10/04/2024,HOME & KITCHEN,Table Lamp,East,In-Store,Cash,1 ,$478.03,196.69,478.03,42.0,5.0
ORD100711,09-Oct-2024,toys ,Action Figure,North,In-Store,UPI,5 ,$298.86,120.76,1494.3,54.0,4.0
ORD100731,2023-12-30,Home & Kitchen,Non-stick Pan,North,In-Store,Debit Card,7,494.08,287.36,3458.56,30.0,3.0
ORD105408,2024-04-22,CLOTHING,Running Shoes,Central,In-Store,UPI,1,326.84,147.36,326.84,75.0,2.0
ORD100940,07-11-2023,clothing ,Wool Sweater,West,In-Store,Cash,2,352.06,236.6,704.12,35.0,3.0
ORD103254,22/09/2023,sports ,Yoga Mat,East,Online,Credit Card,2 ,74.33,40.09,148.66,40.0,5.0
ORD107541,19-Oct-2023,Clothing,Denim Jacket,,Online,Cash,10,154.93,92.83,1549.3,35.0,4.0
ORD106663,2023-10-10, Beauty,Perfume,East,In-Store,Credit Card,2,354.99,201.47,709.98,66.0,1.0
ORD104767,2023-02-17,Sports,Resistance Bands,North,In-Store,Debit Card,2,173.95,136.84,347.9,45.0,4.0
ORD106687,2024-01-25,toys ,Building Blocks,South,Online,Cash,,237.88,112.5,475.76,38.0,3.0
ORD108428,23-Jan-2023,toys ,Puzzle Set,,Online,Credit Card,6,468.38,253.02,2810.28,29.0,2.0
ORD106271,26-Feb-2024, Electronics,Wireless Mouse,East,In-Store,Debit Card,9,486.57,211.07,4379.13,46.0,2.0
ORD107766,2023-04-29, Clothing,Cotton T-Shirt,South,Online,,3,195.57,141.01,586.71,48.0,5.0
ORD103387,04/09/2023,CLOTHING,Denim Jacket,North,In-Store,,4 ,378.71,164.96,1514.84,150.0,5.0
ORD104164,2023-10-06,HOME & KITCHEN,Bedsheet Set,Central,Online,Net Banking,5,229.7,129.36,1148.5,31.0,5.0
ORD106590,29-Jul-2023,CLOTHING,Cotton T-Shirt,Central,In-Store,UPI,4,364.47,217.05,1457.88,48.0,4.0
ORD103708,08-Dec-2023, Home & Kitchen,Non-stick Pan,North,In-Store,Cash,1,239.15,172.39,239.15,46.0,1.0
ORD108920,19-Feb-2024,Beauty,Face Serum,West,In-Store,Cash,5,120.63,93.86,603.15,45.0,5.0
ORD104776,2024-07-05,TOYS,Board Game,Central,In-Store,Net Banking,6,$306.32,229.89,1837.92,23.0,3.0
ORD102355,01-10-2024,Beauty,Sunscreen,West,Online,UPI,1,390.05,234.09,390.05,33.0,3.0
ORD110403,23/07/2024, Toys,Action Figure,South,In-Store,UPI,3,49.48,37.16,148.44,34.0,4.0
ORD105294,12-18-2024,Toys,RC Car,Central,Online,Debit Card,5,360.75,223.25,1803.75,54.0,3.0
ORD107065,20-Jan-2024,home & kitchen ,Storage Boxes,East,Online,Net Banking,9,$116.04,47.88,1044.36,37.0,
ORD108227,07-Sep-2023,TOYS,Board Game,West,Online,Credit Card,5,29.19,18.65,145.95,41.0,1.0
ORD104663,2023-09-22,electronics ,Bluetooth Speaker,East,Online,Debit Card,5,401.08,263.39,2005.4,44.0,4.0
ORD108014,07/05/2024,home & kitchen ,Non-stick Pan,West,In-Store,,7,$221.01,119.38,1547.07,45.0,5.0
ORD106283,2024-01-02,clothing ,Wool Sweater,West,Online,Cash,6,126.81,80.25,760.86,46.0,5.0
ORD106517,15-Nov-2023,Toys,RC Car,West,In-Store,Credit Card,7,410.55,295.32,2873.85,38.0,5.0
ORD107116,2023-03-14,toys ,Board Game,Central,In-Store,Credit Card,1,$454.79,240.6,454.79,36.0,4.0
ORD109365,03/12/2024, Clothing,Wool Sweater,West,In-Store,Cash,6,$406.32,243.03,2437.92,31.0,5.0
ORD103594,01-15-2023,Clothing,Denim Jacket,North,In-Store,Debit Card,5,227.43,155.43,1137.15,55.0,5.0
ORD107465,09-23-2024,toys ,Board Game,West,In-Store,Credit Card,10,235.85,144.4,2358.5,33.0,
ORD107991,26/10/2024, Electronics,Laptop Stand,Central,Online,Credit Card,9,$257.34,200.0,2316.06,35.0,2.0
ORD107873,13-Jun-2023,Toys,Board Game,South,Online,Credit Card,,$84.12,39.09,588.84,34.0,1.0
ORD103566,2024-11-16,,Denim Jacket,Central,Online,Credit Card,8,220.32,152.22,1762.56,32.0,5.0
ORD102217,08-19-2024,Electronics,Laptop Stand,West,Online,Debit Card,1,9.61,5.54,9.61,45.0,5.0
ORD100197,04-Sep-2024, Toys,RC Car,West,In-Store,Credit Card,8,145.47,79.32,1163.76,35.0,4.0
ORD104229,10-06-2024, Sports,Cricket Bat,Central,In-Store,Credit Card,9,22.2,13.04,199.8,37.0,5.0
ORD107701,16/07/2023,Sports,Dumbbell Set,South,In-Store,Credit Card,,464.57,309.86,2787.42,48.0,3.0
ORD101904,24/12/2024,ELECTRONICS,Laptop Stand,Central,In-Store,Cash,8,99.24,54.25,793.92,41.0,4.0
ORD101909,14-Nov-2024, Toys,Puzzle Set,North,Online,Cash,5,$434.08,328.85,2170.4,53.0,4.0
ORD102461,21/01/2024,home & kitchen ,Storage Boxes,Central,In-Store,Net Banking,7,340.15,241.13,2381.05,,1.0
ORD102817,28-Sep-2023,clothing ,Denim Jacket,West,Online,UPI,10,119.77,86.14,1197.7,30.0,5.0
ORD104437,03/11/2024,beauty ,Sunscreen,West,Online,Cash,5,393.89,305.96,1969.45,44.0,5.0
ORD107975,10/12/2023,BEAUTY,Perfume,East,In-Store,Debit Card,9 ,270.47,167.59,2434.23,21.0,4.0
ORD106379,13/09/2024,Electronics,USB-C Hub,South,Online,Credit Card,8,268.65,131.56,2149.2,45.0,3.0
ORD103898,09-23-2024,Home & Kitchen,Non-stick Pan,West,Online,Net Banking,2,334.88,212.01,669.76,21.0,1.0
ORD107449,10/08/2023, Clothing,Wool Sweater,East,Online,UPI,3,161.05,77.04,483.15,47.0,2.0
ORD106514,2023-03-03,HOME & KITCHEN,Storage Boxes,West,In-Store,UPI,,168.3,80.08,841.5,,
ORD101244,06-29-2024, Home & Kitchen,Non-stick Pan,East,In-Store,UPI,4,433.45,191.21,1733.8,48.0,2.0
ORD100285,2023-01-05,,Action Figure,West,In-Store,UPI,7,140.66,87.44,984.62,26.0,4.0
ORD102705,04-10-2024,Toys,RC Car,West,In-Store,Credit Card,3 ,,173.78,980.7,46.0,
ORD101751,12/07/2024,home & kitchen ,Bedsheet Set,South,Online,Credit Card,9,88.53,69.7,796.77,41.0,2.0
ORD102391,04/12/2023,beauty ,Shampoo,North,Online,Credit Card,2,449.16,272.77,898.32,31.0,
ORD105310,2024-12-06, Electronics,USB-C Hub,North,Online,Cash,6,224.95,149.29,1349.7,59.0,2.0
ORD100603,2023-09-11,home & kitchen ,Bedsheet Set,East,Online,UPI,9,376.93,249.82,3392.37,41.0,3.0
ORD103255,19/11/2024, Home & Kitchen,Bedsheet Set,West,In-Store,Debit Card,2 ,464.89,348.54,929.78,18.0,5.0
ORD101783,30/07/2023,Beauty,Sunscreen,West,Online,UPI,7,,49.61,637.77,49.0,1.0
ORD107631,03-23-2024,Sports,Cricket Bat,West,In-Store,UPI,2,158.0,95.02,316.0,33.0,2.0
ORD102214,2024-11-19, Home & Kitchen,Non-stick Pan,East,Online,Cash,4,285.04,195.5,1140.16,33.0,4.0
ORD105707,01-Mar-2023,BEAUTY,Face Serum,East,In-Store,Credit Card,1,487.91,,487.91,34.0,5.0
ORD110125,,HOME & KITCHEN,Blender,West,In-Store,Credit Card,5 ,144.38,81.53,721.9,56.0,2.0
ORD108125,2024-02-15,home & kitchen ,Blender,Central,Online,Debit Card,3,$118.66,62.64,355.98,35.0,5.0
ORD104787,25-Oct-2024,Sports,Yoga Mat,East,In-Store,Credit Card,4,247.5,136.49,990.0,,4.0
ORD103194,08/12/2023, Beauty,Sunscreen,North,Online,UPI,9,138.29,87.99,1244.61,25.0,2.0
ORD108302,07-Mar-2023, Beauty,Shampoo,West,In-Store,Debit Card,4,452.55,331.42,1810.2,24.0,5.0
ORD105951,08-09-2024,BEAUTY,Sunscreen,North,Online,,9,259.38,164.04,2334.42,,3.0
ORD108707,29-Apr-2023, Beauty,Sunscreen,South,Online,UPI,7,$406.92,299.73,2848.44,20.0,4.0
ORD108332,02/11/2023, Clothing,Cotton T-Shirt,Central,In-Store,Credit Card,7,234.78,168.21,1643.46,41.0,3.0
ORD108754,2024-04-20,SPORTS,Resistance Bands,Central,Online,UPI,3,323.93,169.4,971.79,43.0,5.0
ORD107815,08-01-2023,CLOTHING,Running Shoes,South,Online,Credit Card,4,430.65,182.85,1722.6,22.0,5.0
ORD107880,2024-04-17,Clothing,Denim Jacket,East,In-Store,Debit Card,6,$132.5,69.33,795.0,26.0,2.0
ORD103086,12-09-2023,ELECTRONICS,Smartwatch,East,Online,Cash,9,264.84,156.48,2383.56,55.0,5.0
ORD108530,13-Aug-2023, Clothing,Running Shoes,West,Online,Debit Card,3,187.12,148.95,561.36,35.0,1.0
ORD102824,15/08/2024,Clothing,Denim Jacket,West,Online,Net Banking,7,454.91,353.37,3184.37,36.0,3.0
ORD101719,08-Feb-2024,SPORTS,Yoga Mat,South,Online,Cash,5,24.7,15.79,123.5,27.0,5.0
ORD104989,,Beauty,Face Serum,North,In-Store,Credit Card,8 ,316.2,242.15,2529.6,18.0,3.0
ORD102252,01/04/2023,ELECTRONICS,Wireless Mouse,South,Online,Cash,1,328.85,201.73,328.85,36.0,3.0
ORD103374,2024-04-26,BEAUTY,Face Serum,,Online,Credit Card,5,258.78,173.46,1293.9,44.0,3.0
ORD110046,2024-11-22,TOYS,Action Figure,West,Online,UPI,8,72.79,33.66,582.32,38.0,5.0
ORD109619,12-20-2024,toys ,Building Blocks,Central,Online,Cash,6,449.9,270.75,2699.4,21.0,4.0
ORD108524,2024-08-24,ELECTRONICS,Laptop Stand,West,Online,Cash,10,483.41,365.2,4834.1,45.0,1.0
ORD103164,06/01/2024,beauty ,Perfume,South,Online,Debit Card,6,454.59,238.11,2727.54,41.0,4.0
ORD103104,04-23-2023,Home & Kitchen,Bedsheet Set,East,In-Store,Debit Card,7 ,$135.13,55.98,945.91,,5.0
ORD108028,01-18-2023,HOME & KITCHEN,Non-stick Pan,Central,Online,Debit Card,6,165.0,66.89,990.0,,4.0
ORD103646,15/04/2023,sports ,Dumbbell Set,West,In-Store,Debit Card,4,$457.89,364.33,1831.56,45.0,3.0
ORD109012,16-Sep-2024, Electronics,Wireless Mouse,North,Online,,10,$77.78,61.49,777.8,28.0,4.0
ORD100579,27-Apr-2023,HOME & KITCHEN,Bedsheet Set,Central,Online,Net Banking,1,198.81,112.34,198.81,49.0,4.0
ORD101498,30/08/2023,SPORTS,Dumbbell Set,East,Online,Cash,9,161.47,68.19,1453.23,21.0,4.0
ORD107026,07-28-2024,Sports,Yoga Mat,North,Online,Cash,8,271.64,200.32,2173.12,39.0,3.0
ORD110132,03-Jul-2023, Toys,Board Game,East,In-Store,UPI,9 ,399.96,269.84,3599.64,36.0,1.0
ORD109305,03-Feb-2023,HOME & KITCHEN,Bedsheet Set,East,Online,Net Banking,4,$279.23,188.84,1116.92,41.0,3.0
